framework,scenario,concurrency,repetition,requests,success,error_rate,elapsed_s_est,requests_per_s,output_tokens_per_s,total_tokens_per_s,latency_p50_ms,latency_p95_ms,latency_p99_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,output_tokens_mean,json_valid_rate
vllm_tp2,latency_256_128,1,1,32,32,0.0,57.653324416838586,0.5550417139632261,71.04533938729294,213.1360181618788,1796.8324075918645,1811.9199943263084,1822.5665755290538,25.77264909632504,41.276150755584226,52.36973223276436,128,
vllm_tp2,latency_256_128,1,2,32,32,0.0,57.612765048164874,0.555432463157213,71.09535528412326,213.28606585236975,1797.4298589397222,1799.1835256339982,1799.7337718773633,25.75009292922914,27.287322306074202,28.18189292680472,128,
vllm_tp2,latency_256_128,1,3,32,32,0.0,58.21395057300106,0.549696416151513,70.36114126739366,211.08342380218102,1798.165138112381,1862.7085819840431,1864.0231619169936,26.062313932925463,27.21198375802487,27.84662038087845,128,
vllm_tp2,chat_512_256,4,1,128,128,0.0,123.0588677963242,1.0401525895058121,266.2790629134879,798.8371887404637,3832.141259452328,3857.1833181893453,3900.421769679524,56.74573895521462,67.79767670668662,108.2755831815303,256,
vllm_tp2,chat_512_256,4,2,128,128,0.0,122.87479093112051,1.0417108263626873,266.67797154884795,800.033914646544,3831.3872953876853,3842.0136886416003,3845.548083567992,53.69571363553405,59.35903612989932,64.91996446158738,256,
vllm_tp2,chat_512_256,4,3,128,128,0.0,122.87892071856186,1.0416758159291397,266.66900887785977,800.0070266335794,3828.919348306954,3843.92802095972,3852.1674509951845,54.828915977850556,67.08218341227621,70.04375314339995,256,
vllm_tp2,chat_512_256,8,1,128,128,0.0,67.0405411561951,1.9092924638209268,488.77887073815725,1466.3366122144719,4171.296417480335,4193.902871757746,4198.364104735665,69.18817013502121,128.4884589025746,174.5560211921111,256,
vllm_tp2,chat_512_256,8,2,128,128,0.0,67.13823620323092,1.906514189805901,488.02294866398705,1464.1582138446083,4177.253007423133,4202.3765683639795,4209.993139160797,71.8888626433909,94.55094914883375,98.46573275513948,255.9765625,
vllm_tp2,chat_512_256,8,3,128,128,0.0,67.07258078083396,1.908380421774021,488.5453879741494,1465.636163922448,4170.493632555008,4197.180372197181,4214.470164412633,67.40218098275363,87.67721634358168,99.28589451592417,256,
vllm_tp2,chat_512_256,16,1,128,128,0.0,36.31623878097162,3.5245940740721013,902.296082962458,2706.888248887374,4488.518064841628,4645.732042868622,4676.47997525055,95.24659509770572,139.66540093533695,162.2972234291956,256,
